company,old,title,link,salary,netgross,city
UAB „Cloudeon“,prieš 12 d.,Incident Manager,https://www.cvbankas.lt/incident-manager-vilniuje/1-9051381,1800-2500,Neatskaičius mokesčių,Vilniuje
Swedbank,,Praktikantas(-ė) Baltijos bankininkystės elektroninių kanalų tarnyboje,https://www.cvbankas.lt/praktikantas-e-baltijos-bankininkystes-elektroniniu-kanalu-tarnyboje-vilniuje/1-9051405,,,Vilniuje
UAB „Webstrum“,prieš 12 d.,PHP PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/php-programuotojas-a-vilniuje/1-9051215,2000-4000,Neatskaičius mokesčių,Vilniuje
Bankera,prieš 12 d.,Java Back - End Developer (Mid - Senior),https://www.cvbankas.lt/java-back-end-developer-mid-senior-vilniuje/1-8914200,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,prieš 12 d.,Java Back - End Developer (Mid - Senior),https://www.cvbankas.lt/java-back-end-developer-mid-senior-kaune/1-8914216,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,prieš 12 d.,React Front - End Developer (Mid - Senior),https://www.cvbankas.lt/react-front-end-developer-mid-senior-kaune/1-8914220,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,prieš 12 d.,React Front - End Developer (Mid - Senior),https://www.cvbankas.lt/react-front-end-developer-mid-senior-vilniuje/1-8914226,3000-10000,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,prieš 12 d.,IT PROJECT MANAGER,https://www.cvbankas.lt/it-project-manager-vilniuje/1-9050903,2500-3300,Į rankas,Vilniuje
UAB „ALLIANCE RECRUITMENT“,prieš 12 d.,Data Scientist,https://www.cvbankas.lt/data-scientist-vilniuje/1-9050777,3375-5410,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 12 d.,Technical Customer Success Manager,https://www.cvbankas.lt/technical-customer-success-manager-vilniuje/1-9050591,1200,Neatskaičius mokesčių,Vilniuje
UAB „Čia Market“,prieš 12 d.,IT specialistas (-ė) Telšiuose,https://www.cvbankas.lt/it-specialistas-e-telsiuose-telsiuose/1-9050555,2000-3300,Neatskaičius mokesčių,Telšiuose
UAB „ALLIANCE RECRUITMENT“,prieš 12 d.,IT INFRASTRUKTŪROS INŽINIERIUS,https://www.cvbankas.lt/it-infrastrukturos-inzinierius-vilniuje/1-9050533,2336-3504,Neatskaičius mokesčių,Vilniuje
Talent Lab,prieš 12 d.,JUNIOR SOFTWARE DEVELOPER,https://www.cvbankas.lt/junior-software-developer-vilniuje/1-9050459,1500-2200,Neatskaičius mokesčių,Vilniuje
UAB „Topo grupė“,prieš 12 d.,IT ANALITIKAS (-Ė),https://www.cvbankas.lt/it-analitikas-e-kaune/1-8975650,Nuo 2455,Neatskaičius mokesčių,Kaune
UAB „Mondelez Lietuva Production“,prieš 12 d.,Praktika Mondelez International – konditerijos gamybos fabrike (kompiuterinių tinklų priežiūra),https://www.cvbankas.lt/praktika-mondelez-international-konditerijos-gamybos-fabrike-kompiuteriniu-tinklu-prieziura-kaune/1-8867350,,,Kaune
UAB „Finėjas“,prieš 12 d.,IT SISTEMŲ ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/it-sistemu-administratorius-e-elektrenuose/1-9050219,Nuo 1800,Neatskaičius mokesčių,Elektrėnuose
UAB „Personalo valdymo sistemos“,prieš 12 d.,Technologas (-ė) - programuotojas (-a),https://www.cvbankas.lt/technologas-e-programuotojas-a-siauliuose/1-8924792,1800-2300,Neatskaičius mokesčių,Šiauliuose
"Registrų Centras, VĮ",,VYR. TESTUOTOJAS (-A),https://www.cvbankas.lt/vyr-testuotojas-a-vilniuje/1-9050091,1955-2933,Neatskaičius mokesčių,Vilniuje
UAB „SME Finance“,prieš 12 d.,HEAD OF DIGITAL CHANNELS,https://www.cvbankas.lt/head-of-digital-channels-vilniuje/1-8916838,Nuo 5000,Neatskaičius mokesčių,Vilniuje
UAB „Rivilė“,prieš 12 d.,PROGRAMUOJANTIS (-I) IT KONSULTANTAS (-Ė) IŠ BET KUR LIETUVOJE,https://www.cvbankas.lt/programuojantis-i-it-konsultantas-e-is-bet-kur-lietuvoje-vilniuje/1-9046099,1500-2000,Į rankas,Vilniuje
UAB „Rivilė“,prieš 12 d.,IT KONSULTANTAS (-Ė) IŠ BET KUR LIETUVOJE,https://www.cvbankas.lt/it-konsultantas-e-is-bet-kur-lietuvoje-vilniuje/1-9046201,1500-2000,Į rankas,Vilniuje
UAB „ALLIANCE RECRUITMENT“,,VP of Security,https://www.cvbankas.lt/vp-of-security-vilniuje/1-8887536,Nuo 8000,Neatskaičius mokesčių,Vilniuje
SEB,Liko 5 dienos,System Engineer for Device Management in Digital Workplace at SEB in Vilnius,https://www.cvbankas.lt/system-engineer-for-device-management-in-digital-workplace-at-seb-in-vilnius-vilniuje/1-8913770,2000-3000,Neatskaičius mokesčių,Vilniuje
SEB,Liko 5 dienos,PL/SQL Solution Developer in Finance at SEB in Vilnius,https://www.cvbankas.lt/pl-sql-solution-developer-in-finance-at-seb-in-vilnius-vilniuje/1-8913106,2300-3500,Neatskaičius mokesčių,Vilniuje
Revel Systems,prieš 12 d.,Site Reliability Engineer (Cloud Operations Team),https://www.cvbankas.lt/site-reliability-engineer-cloud-operations-team-vilniuje/1-8107495,3800-6000,Neatskaičius mokesčių,Vilniuje
UAB „ITVISION“,prieš 13 d.,IT Projektų vadovas,https://www.cvbankas.lt/it-projektu-vadovas-vilniuje/1-8360399,1700-2200,Į rankas,Vilniuje
UAB „Valantic LT“,prieš 13 d.,Software Engineer (PHP),https://www.cvbankas.lt/software-engineer-php-darbas-namuose/1-9047743,2410-4680,Neatskaičius mokesčių,Darbas namuose
AB „Kauno energija“,prieš 13 d.,IT SISTEMŲ ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/it-sistemu-administratorius-e-kaune/1-7718035,1400-2000,Į rankas,Kaune
UAB „Sofitus“,prieš 13 d.,.NET Programuotojas,https://www.cvbankas.lt/net-programuotojas-darbas-namuose/1-9047369,2500-5500,Neatskaičius mokesčių,Darbas namuose
UAB „Magnus IC“ (PrestaRock),prieš 13 d.,IT sistemų testuotojas (-a),https://www.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-6369305,700-1500,Į rankas,Kaune
UAB „Decentralized“,prieš 13 d.,Product Owner,https://www.cvbankas.lt/product-owner-vilniuje/1-8859060,3800-4130,Neatskaičius mokesčių,Vilniuje
UAB „Viešųjų investicijų plėtros agentūra“,prieš 13 d.,INFORMACINIŲ SISTEMŲ PROJEKTŲ VADOVAS (-Ė),https://www.cvbankas.lt/informaciniu-sistemu-projektu-vadovas-e-vilniuje/1-9021891,2800,Neatskaičius mokesčių,Vilniuje
AB „Amber Grid“,prieš 13 d.,Informacinių sistemų (tinklo) inžinierius (-ė),https://www.cvbankas.lt/informaciniu-sistemu-tinklo-inzinierius-e-vilniuje/1-9047035,2700-3300,Neatskaičius mokesčių,Vilniuje
UAB „Melsoft LT“,prieš 13 d.,Product Owner,https://www.cvbankas.lt/product-owner-vilniuje/1-9046965,4000-7500,Neatskaičius mokesčių,Vilniuje
Revel Systems,prieš 13 d.,Payments Risk Specialist,https://www.cvbankas.lt/payments-risk-specialist-vilniuje/1-9046995,2250-2500,Neatskaičius mokesčių,Vilniuje
"Registrų Centras, VĮ",prieš 13 d.,APRIBOJIMŲ IS SKYRIAUS VEIKLOS ANALITIKAS (-Ė),https://www.cvbankas.lt/apribojimu-is-skyriaus-veiklos-analitikas-e-vilniuje/1-8908094,1798-2698,Neatskaičius mokesčių,Vilniuje
"Registrų Centras, VĮ",prieš 13 d.,VEIKLOS ANALITIKAS (-Ė),https://www.cvbankas.lt/veiklos-analitikas-e-vilniuje/1-8925262,1798-2698,Neatskaičius mokesčių,Vilniuje
UAB „BTT Group“,prieš 13 d.,Linux infrastruktūros administratorius,https://www.cvbankas.lt/linux-infrastrukturos-administratorius-vilniuje/1-9046849,2000-2500,Į rankas,Vilniuje
ATEA grupė,prieš 13 d.,Paslaugų valdymo vadovas (-ė),https://www.cvbankas.lt/paslaugu-valdymo-vadovas-e-vilniuje/1-8926254,2000-3000,Neatskaičius mokesčių,Vilniuje
UAB „Finėjas“,prieš 13 d.,IT SISTEMŲ ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-9046571,Nuo 1800,Neatskaičius mokesčių,Vilniuje
UAB „Brolis semiconductors“,prieš 13 d.,Įterptinių sistemų - elektronikos inžinierius (Embedded software engineer),https://www.cvbankas.lt/iterptiniu-sistemu-elektronikos-inzinierius-embedded-software-engineer-siauliuose/1-9036559,2000-3500,Neatskaičius mokesčių,Šiauliuose
UAB „Domus Lumina“,prieš 13 d.,ERP sistemų administratorius (-ė),https://www.cvbankas.lt/erp-sistemu-administratorius-e-kaune/1-9046287,Nuo 2500,Neatskaičius mokesčių,Kaune
UAB „NFQ Technologies“,prieš 13 d.,E-commerce Engineering PHP (entry-level),https://www.cvbankas.lt/e-commerce-engineering-php-entry-level-vilniuje/1-9046319,1000,Neatskaičius mokesčių,Vilniuje
UAB „FESTO“,prieš 13 d.,Cloud Platform Integration developer (Groovy language),https://www.cvbankas.lt/cloud-platform-integration-developer-groovy-language-kaune/1-9046191,Nuo 2500,Neatskaičius mokesčių,Kaune
UAB „Topo grupė“,prieš 13 d.,PROGRAMUOTOJŲ KOMANDOS VADOVAS (-Ė),https://www.cvbankas.lt/programuotoju-komandos-vadovas-e-kaune/1-8724448,Nuo 3306,Neatskaičius mokesčių,Kaune
UAB „Maina & Co“,prieš 13 d.,SENIOR SEO SPECIALIST,https://www.cvbankas.lt/senior-seo-specialist-kaune/1-9046101,Nuo 1900,Neatskaičius mokesčių,Kaune
UAB „Įdarbinimo tarpininkavimo centras“,prieš 13 d.,Inžinieriaus (šviesolaidis internetas),https://www.cvbankas.lt/inzinieriaus-sviesolaidis-internetas-uzsienyje/1-9046057,Nuo 3200,Į rankas,Vokietijoje
UAB „Duomenų logistikos centras“,prieš 13 d.,Informacinių technologijų jaunesnysis (-ioji) specialistas (-ė),https://www.cvbankas.lt/informaciniu-technologiju-jaunesnysis-ioji-specialistas-e-vilniuje/1-8904196,Nuo 1400,Neatskaičius mokesčių,Vilniuje
UAB „Transrifus“,prieš 13 d.,Verslo analitikas (-ė),https://www.cvbankas.lt/verslo-analitikas-e-kaune/1-8941018,2000-2800,Neatskaičius mokesčių,Kaune
UAB „Novian Technologies“,prieš 13 d.,Tinklų administratorius,https://www.cvbankas.lt/tinklu-administratorius-vilniuje/1-8360593,Nuo 1500,Į rankas,Vilniuje
Oxylabs,prieš 13 d.,Product Designer,https://www.cvbankas.lt/product-designer-vilniuje/1-8359955,2975-5600,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 13 d.,Full stack Developer (JS),https://www.cvbankas.lt/full-stack-developer-js-vilniuje/1-8634670,,,Vilniuje
SEB,prieš 13 d.,IT Engineer for Splunk Administration in Infrastructure and Security Unit at SEB in Vilnius,https://www.cvbankas.lt/it-engineer-for-splunk-administration-in-infrastructure-and-security-unit-at-seb-in-vilnius-vilniuje/1-8907716,2200-3400,Neatskaičius mokesčių,Vilniuje
UAB „Maina & Co“,prieš 13 d.,WORDPRESS DEVELOPER,https://www.cvbankas.lt/wordpress-developer-darbas-namuose/1-9044721,2000-2800,Neatskaičius mokesčių,Darbas namuose
UAB „Melsoft LT“,prieš 13 d.,Customer Support Specialist,https://www.cvbankas.lt/customer-support-specialist-darbas-namuose/1-9044653,Nuo 1100,Neatskaičius mokesčių,Darbas namuose
UAB „Kilo grupė“,prieš 14 d.,Senior Front-end Engineer (React),https://www.cvbankas.lt/senior-front-end-engineer-react-vilniuje/1-7688295,4000-7500,Neatskaičius mokesčių,Vilniuje
UAB „Supermetrics Lithuania“,prieš 14 d.,Lead Web Developer,https://www.cvbankas.lt/lead-web-developer-vilniuje/1-9044089,Iki 5500,Neatskaičius mokesčių,Vilniuje
UAB „Supermetrics Lithuania“,prieš 14 d.,PHP Developer,https://www.cvbankas.lt/php-developer-vilniuje/1-9044065,Iki 5500,Neatskaičius mokesčių,Vilniuje
Shift4 Payments Lithuania UAB,prieš 14 d.,Senior Front-end Software Engineer,https://www.cvbankas.lt/senior-front-end-software-engineer-vilniuje/1-9043995,Nuo 4100,Neatskaičius mokesčių,Vilniuje
Telia,prieš 14 d.,Product Owner,https://www.cvbankas.lt/product-owner-vilniuje/1-9044007,,,Vilniuje
SEB,prieš 14 d.,Service and Delivery Responsible for Product & Print Services at SEB in Vilnius,https://www.cvbankas.lt/service-and-delivery-responsible-for-product-print-services-at-seb-in-vilnius-vilniuje/1-9043963,3200-4800,Neatskaičius mokesčių,Vilniuje
UAB „Saurida“,prieš 14 d.,Programuotojas,https://www.cvbankas.lt/programuotojas-klaipedoje/1-9043961,1800-2500,Neatskaičius mokesčių,Klaipėdoje
UAB „Saurida“,prieš 14 d.,Programuotojas,https://www.cvbankas.lt/programuotojas-mazeikiuose/1-9043797,1800-2500,Neatskaičius mokesčių,Mažeikiuose
UAB „OpSec Online“,prieš 14 d.,Data Analyst (Service Assurance),https://www.cvbankas.lt/data-analyst-service-assurance-vilniuje/1-9006034,950-1280,Į rankas,Vilniuje
Girteka įmonių grupė,prieš 14 d.,Junior SAP ABAP Developer,https://www.cvbankas.lt/junior-sap-abap-developer-darbas-namuose/1-9043751,1500-2700,Neatskaičius mokesčių,Darbas namuose
UAB „Continental Automotive Lithuania“,prieš 14 d.,Industry 4.0 - Process Automation Specialist,https://www.cvbankas.lt/industry-4-0-process-automation-specialist-kaune/1-9043669,"2247,94-3370,25",Neatskaičius mokesčių,Kaune
UAB „Sapiens Lithuania“,prieš 14 d.,BI solution developer,https://www.cvbankas.lt/bi-solution-developer-vilniuje/1-9043403,2800-4000,Neatskaičius mokesčių,Vilniuje
UAB „PVcase“,prieš 14 d.,SENIOR DATA ANALYST,https://www.cvbankas.lt/senior-data-analyst-vilniuje/1-8767834,3200-4500,Neatskaičius mokesčių,Vilniuje
UAB „Mondelez Lietuva Production“,prieš 14 d.,Project engineer,https://www.cvbankas.lt/project-engineer-kaune/1-8858818,Nuo 2700,Neatskaičius mokesčių,Kaune
UAB „Addendum Solutions“,prieš 14 d.,PHP developer,https://www.cvbankas.lt/php-developer-darbas-namuose/1-8830342,2300-3800,Neatskaičius mokesčių,Darbas namuose
UAB „EPS LT“,prieš 14 d.,BIURO ADMINISTRATORĖ (-IUS),https://www.cvbankas.lt/biuro-administratore-ius-vilniuje/1-9043171,1300-1700,Neatskaičius mokesčių,Vilniuje
ATEA grupė,prieš 14 d.,SISTEMŲ TESTUOTOJAS (-A),https://www.cvbankas.lt/sistemu-testuotojas-a-kaune/1-9042979,800-1300,Į rankas,Kaune
S2P UAB,,Duomenų bazių BI ir AI programuotojas,https://www.cvbankas.lt/duomenu-baziu-bi-ir-ai-programuotojas-vilniuje/1-8986958,2000-4500,Neatskaičius mokesčių,Vilniuje
UAB „Baltik vairas“,prieš 14 d.,PROCESŲ GRUPĖS PROJEKTŲ (verslo valdymo sistemų) KOORDINATORIUS,https://www.cvbankas.lt/procesu-grupes-projektu-verslo-valdymo-sistemu-koordinatorius-siauliuose/1-9042669,Nuo 1200,Į rankas,Šiauliuose
Telia,Liko 6 dienos,Common Process Manager,https://www.cvbankas.lt/common-process-manager-vilniuje/1-9042827,,,Vilniuje
VšĮ „Ekoagros“,prieš 14 d.,INFORMACINIŲ TECHNOLOGIJŲ SPECIALISTAS (-Ė),https://www.cvbankas.lt/informaciniu-technologiju-specialistas-e-kaune/1-9035209,1095-1640,Į rankas,Kaune
ATEA grupė,prieš 14 d.,Junior QA Tester - trainee,https://www.cvbankas.lt/junior-qa-tester-trainee-vilniuje/1-9042535,,,Vilniuje
ATEA grupė,prieš 14 d.,Junior QA Tester - trainee,https://www.cvbankas.lt/junior-qa-tester-trainee-kaune/1-9042471,,,Kaune
UAB „Topo grupė“,prieš 14 d.,BI PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/bi-programuotojas-a-kaune/1-8975882,Nuo 2300,Neatskaičius mokesčių,Kaune
AB „VILKYŠKIŲ PIENINĖ“,prieš 14 d.,MS Navision programuotojas (-a) (Tauragėje),https://www.cvbankas.lt/ms-navision-programuotojas-a-taurageje-klaipedoje/1-8612138,3300-4100,Neatskaičius mokesčių,Klaipėdoje
UAB „People Link“,prieš 14 d.,Integration Solution Engineer,https://www.cvbankas.lt/integration-solution-engineer-vilniuje/1-8774636,3500-4300,Neatskaičius mokesčių,Vilniuje
UAB „CONSILIUM OPTIMUM“,prieš 14 d.,Techninio aptarnavimo specialistas,https://www.cvbankas.lt/techninio-aptarnavimo-specialistas-vilniuje/1-9042203,Nuo 850,Į rankas,Vilniuje
Oxylabs,prieš 14 d.,Senior Python Developer,https://www.cvbankas.lt/senior-python-developer-vilniuje/1-8355631,3100-5950,Neatskaičius mokesčių,Vilniuje
LIETUVOS RAUDONOJO KRYŽIAUS DRAUGIJA,prieš 15 d.,DUOMENŲ VALDYTOJAS (-A) LIETUVOS RAUDONAJAME KRYŽIUJE,https://www.cvbankas.lt/duomenu-valdytojas-a-lietuvos-raudonajame-kryziuje-vilniuje/1-9040685,1000-1200,Neatskaičius mokesčių,Vilniuje
",,Limedika” įmonių grupė",prieš 15 d.,IT programų priežiūros administratorius (-ė) (Service desk),https://www.cvbankas.lt/it-programu-prieziuros-administratorius-e-service-desk-kaune/1-9040263,Nuo 1158,Neatskaičius mokesčių,Kaune
UAB „Edukacinės sistemos“,prieš 15 d.,Game Tester,https://www.cvbankas.lt/game-tester-kaune/1-9040061,800-1400,Neatskaičius mokesčių,Kaune
SEB,,Junior Engineer in Internal Identity and Access Management at SEB in Vilnius,https://www.cvbankas.lt/junior-engineer-in-internal-identity-and-access-management-at-seb-in-vilnius-vilniuje/1-9040049,1400-2200,Neatskaičius mokesčių,Vilniuje
UAB „Delamode Baltics“,prieš 15 d.,DUOMENŲ ANALITIKAS (-Ė),https://www.cvbankas.lt/duomenu-analitikas-e-vilniuje/1-7022907,1100-1800,Neatskaičius mokesčių,Vilniuje
UAB „Perlas Network“,prieš 15 d.,IT specialistas (-ė),https://www.cvbankas.lt/it-specialistas-e-vilniuje/1-5689379,1000-1600,Neatskaičius mokesčių,Vilniuje
UAB „PKC Group Lithuania“,prieš 15 d.,IT inžinierius (-ė),https://www.cvbankas.lt/it-inzinierius-e-panevezyje/1-8544020,1380-1800,Neatskaičius mokesčių,Panevėžyje
UAB „Hollister Lietuva“,prieš 15 d.,SENIOR IT SERVICES & SUPPORT TECHNICIAN,https://www.cvbankas.lt/senior-it-services-support-technician-kaune/1-6891493,Nuo 1900,Neatskaičius mokesčių,Kaune
Luminor Bank AS Lietuvos skyrius,Liko 4 dienos,Specialistas sąskaitų operacijų grupėje,https://www.cvbankas.lt/specialistas-saskaitu-operaciju-grupeje-vilniuje/1-9039537,1160-1450,Neatskaičius mokesčių,Vilniuje
Vilniaus Gedimino technikos universitetas,prieš 15 d.,IT aptarnavimo specialistas (-ė),https://www.cvbankas.lt/it-aptarnavimo-specialistas-e-vilniuje/1-9018979,1700,Neatskaičius mokesčių,Vilniuje
ACME įmonių grupė,prieš 15 d.,BI DEVELOPER (Qlik tools),https://www.cvbankas.lt/bi-developer-qlik-tools-kaune/1-9039331,Nuo 3640,Neatskaičius mokesčių,Kaune
ACME įmonių grupė,prieš 15 d.,BI DEVELOPER (Qlik tools),https://www.cvbankas.lt/bi-developer-qlik-tools-vilniuje/1-8810684,Nuo 3640,Neatskaičius mokesčių,Vilniuje
UAB „Eltel Networks“,prieš 15 d.,ERP/IFS Specialist,https://www.cvbankas.lt/erp-ifs-specialist-vilniuje/1-9038863,2600-4900,Neatskaičius mokesčių,Vilniuje
UAB „Click2Sell“,prieš 15 d.,JAVA developer (Mid/Senior),https://www.cvbankas.lt/java-developer-mid-senior-vilniuje/1-9036119,4000-5800,Neatskaičius mokesčių,Vilniuje
UAB „Click2Sell“,prieš 15 d.,PHP Developer (Mid/Senior),https://www.cvbankas.lt/php-developer-mid-senior-vilniuje/1-9036105,4000-5800,Neatskaičius mokesčių,Vilniuje
UAB „GLASSBEL BALTIC“,prieš 15 d.,IT specialistas - Duomenų analitikas,https://www.cvbankas.lt/it-specialistas-duomenu-analitikas-klaipedoje/1-7778329,Nuo 1200,Į rankas,Klaipėdoje
UAB „Click2Sell“,prieš 15 d.,IT Project Manager,https://www.cvbankas.lt/it-project-manager-vilniuje/1-9036149,4000-5800,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,prieš 15 d.,CYBERSECURITY ANALYST,https://www.cvbankas.lt/cybersecurity-analyst-vilniuje/1-9038889,1355-3327,Į rankas,Vilniuje
UAB „Saulės sprendimai“,prieš 15 d.,.Net Developer,https://www.cvbankas.lt/net-developer-vilniuje/1-7616439,Nuo 3000,Neatskaičius mokesčių,Vilniuje
UAB „Transcom Worldwide Vilnius“,prieš 15 d.,Data Analysts' Team Lead,https://www.cvbankas.lt/data-analysts-team-lead-kaune/1-9038783,2127-2435,Neatskaičius mokesčių,Kaune
UAB „Novian Technologies“,prieš 15 d.,IT inžinierius,https://www.cvbankas.lt/it-inzinierius-vilniuje/1-7705183,900-1200,Į rankas,Vilniuje
UAB „Maina & Co“,prieš 15 d.,JUNIOR WORDPRESS DEVELOPER,https://www.cvbankas.lt/junior-wordpress-developer-kaune/1-8941580,Nuo 2000,Neatskaičius mokesčių,Kaune
Telia,prieš 16 d.,Data Scientist,https://www.cvbankas.lt/data-scientist-vilniuje/1-9036075,,,Vilniuje
Talent Lab,prieš 16 d.,DYNAMICS NAV/BUSINESS CENTRAL DEVELOPER,https://www.cvbankas.lt/dynamics-nav-business-central-developer-darbas-namuose/1-9035941,Nuo 4000,Neatskaičius mokesčių,Darbas namuose
UAB „Kesko Senukai Lithuania“,prieš 16 d.,PROJEKTO VADOVAS (-Ė) - KONSULTANTAS (-Ė) MS DYNAMICS AX (AXAPTA),https://www.cvbankas.lt/projekto-vadovas-e-konsultantas-e-ms-dynamics-ax-axapta-kaune/1-9035859,Nuo 4130,Neatskaičius mokesčių,Kaune
UAB „8Devices“,prieš 16 d.,Linux System Administrator,https://www.cvbankas.lt/linux-system-administrator-vilniuje/1-9035251,,,Vilniuje
UAB „Prototechnika“,prieš 16 d.,"PROGRAMINĖS ĮRANGOS KONSULTANTAS, DIEGĖJAS",https://www.cvbankas.lt/programines-irangos-konsultantas-diegejas-kaune/1-5149831,800-1800,Į rankas,Kaune
UAB „Cognizant Technology Solutions Lithuania“,prieš 16 d.,QA Engineer,https://www.cvbankas.lt/qa-engineer-vilniuje/1-9035717,2100-3380,Neatskaičius mokesčių,Vilniuje
SEB,prieš 16 d.,"Test Specialist- API’s, in Accounts & Payments Channels Team at SEB in Vilnius",https://www.cvbankas.lt/test-specialist-api-s-in-accounts-payments-channels-team-at-seb-in-vilnius-vilniuje/1-9035727,2300-3500,Neatskaičius mokesčių,Vilniuje
UAB „OpSec Online“,prieš 16 d.,Live Stream / Web / Internet Data Analyst,https://www.cvbankas.lt/live-stream-web-internet-data-analyst-vilniuje/1-9035475,800-1000,Į rankas,Vilniuje
UAB „Brand Club“,prieš 16 d.,Javascript programuotojas(-a),https://www.cvbankas.lt/javascript-programuotojas-a-kaune/1-9035499,1800-2500,Neatskaičius mokesčių,Kaune
UAB „Tribe payments“,prieš 16 d.,IT Project Manager in Data Center,https://www.cvbankas.lt/it-project-manager-in-data-center-kaune/1-9023811,2500-3500,Neatskaičius mokesčių,Kaune
MB „Thruster“,prieš 16 d.,BACK-END DEVELOPER,https://www.cvbankas.lt/back-end-developer-kaune/1-8343135,2500-5000,Neatskaičius mokesčių,Kaune
"mtc. Riga, SIA",prieš 16 d.,Remote Experienced Frontend Developer,https://www.cvbankas.lt/remote-experienced-frontend-developer-darbas-namuose/1-9034975,2400-3300,Į rankas,Darbas namuose
UAB „Baltik vairas“,prieš 16 d.,DUOMENŲ INŽINIERIUS (-Ė) - ANALITIKAS (-Ė),https://www.cvbankas.lt/duomenu-inzinierius-e-analitikas-e-vilniuje/1-9034903,Nuo 2000,Į rankas,Vilniuje
UAB „Nacionalinis švietimo centras“,prieš 16 d.,Produkto vadovo asistentas,https://www.cvbankas.lt/produkto-vadovo-asistentas-vilniuje/1-7784641,800-1000,Į rankas,Vilniuje
ATEA grupė,prieš 16 d.,React developer,https://www.cvbankas.lt/react-developer-vilniuje/1-9034749,1200-2700,Į rankas,Vilniuje
ATEA grupė,prieš 16 d.,React developer,https://www.cvbankas.lt/react-developer-kaune/1-9034747,1200-2700,Į rankas,Kaune
ATEA grupė,prieš 16 d.,QA Test Lead,https://www.cvbankas.lt/qa-test-lead-vilniuje/1-9034741,3000-3400,Neatskaičius mokesčių,Vilniuje
ATEA grupė,prieš 16 d.,QA Test Lead,https://www.cvbankas.lt/qa-test-lead-kaune/1-9034739,3000-3400,Neatskaičius mokesčių,Kaune
ATEA grupė,prieš 16 d.,Junior QA Tester,https://www.cvbankas.lt/junior-qa-tester-kaune/1-9034735,1000-1800,Neatskaičius mokesčių,Kaune
ATEA grupė,prieš 16 d.,QA Tester,https://www.cvbankas.lt/qa-tester-kaune/1-9034733,2000-2500,Neatskaičius mokesčių,Kaune
ATEA grupė,prieš 16 d.,QA Tester,https://www.cvbankas.lt/qa-tester-vilniuje/1-9034727,2000-2500,Neatskaičius mokesčių,Vilniuje
ATEA grupė,prieš 16 d.,Junior QA Tester,https://www.cvbankas.lt/junior-qa-tester-vilniuje/1-9034723,1000-1800,Neatskaičius mokesčių,Vilniuje
Citco Group of Companies,prieš 16 d.,Cloud Specialist,https://www.cvbankas.lt/cloud-specialist-vilniuje/1-8890714,3040-4000,Neatskaičius mokesčių,Vilniuje
UAB „HOSTINGER“,prieš 16 d.,Customer Experience and Sales Manager (Zyro.com),https://www.cvbankas.lt/customer-experience-and-sales-manager-zyro-com-darbas-namuose/1-9034303,2000-2500,Neatskaičius mokesčių,Darbas namuose
UAB „HOSTINGER“,prieš 16 d.,QA Specialist (Zyro.com),https://www.cvbankas.lt/qa-specialist-zyro-com-darbas-namuose/1-9034285,2100-4400,Neatskaičius mokesčių,Darbas namuose
UAB „People Link“,prieš 16 d.,Software Engineer,https://www.cvbankas.lt/software-engineer-darbas-namuose/1-9033941,5785-7768,Neatskaičius mokesčių,Darbas namuose
UAB „Decentralized“,prieš 16 d.,QA Lead,https://www.cvbankas.lt/qa-lead-vilniuje/1-8891176,3000-5000,Neatskaičius mokesčių,Vilniuje
UAB „HCL Technologies Lithuania“,prieš 16 d.,IT Service Desk Analyst,https://www.cvbankas.lt/it-service-desk-analyst-vilniuje/1-9034013,1200-1400,Neatskaičius mokesčių,Vilniuje
UAB „Littelfuse LT“,prieš 16 d.,SECURITY ENGINEERING LEAD,https://www.cvbankas.lt/security-engineering-lead-darbas-namuose/1-8892434,Nuo 4300,Neatskaičius mokesčių,Darbas namuose
Surfshark,prieš 16 d.,QA engineer,https://www.cvbankas.lt/qa-engineer-vilniuje/1-8407339,1300-3300,Neatskaičius mokesčių,Vilniuje
„TELTONIKA IoT GROUP“,prieš 16 d.,IT ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/it-administratorius-e-vilniuje/1-9033569,2000-2350,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 16 d.,Sales Development Representative (Inbound team),https://www.cvbankas.lt/sales-development-representative-inbound-team-vilniuje/1-8759750,1160-2150,Neatskaičius mokesčių,Vilniuje
SEB,,Angular developer in Product Onboarding LT at SEB in Vilnius,https://www.cvbankas.lt/angular-developer-in-product-onboarding-lt-at-seb-in-vilnius-vilniuje/1-8896450,2300-4700,Neatskaičius mokesčių,Vilniuje
